time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl
114688,18,9.058,6084,101.49,14,-0.3891441049752757,0.06242378473834833,0.2,0.9851797884330153,-0.004402654296063702,0.0394272655248642,130,0.0003,0.04906005859375,0.0035979617
122880,20,9.006,6064,100.7,15,-0.36126534892246126,0.09504804397001862,0.2,0.9760421812534332,-0.004541530257301929,0.0456085130572319,140,0.0003,0.044775390625,0.0031783367
131072,21,9.264,6045,102.74,16,-0.312066808831878,0.2119215153157711,0.2,0.9446995370090008,-0.0042565842195472214,0.08341629058122635,150,0.0003,0.068115234375,0.0058914763
139264,23,9.742,6029,106.8,17,-0.26841522437753157,0.20219410613644867,0.2,0.949938103556633,-0.0026290285535651493,0.1310415416955948,160,0.0003,0.038671875,0.0031298636
147456,24,9.382,6014,103.65,18,-0.22839253238635138,0.25880449522519483,0.2,0.9331774488091469,-0.0026796956941325333,0.15040798485279083,170,0.0003,0.030810546875,0.0029360252
155648,25,9.793,6000,106.5,19,-0.2049962460878305,0.30830310474848377,0.2,0.9251420497894287,-0.004550001477491605,0.13034026324748993,180,0.0003,0.04033203125,0.0028819
163840,27,10.068999999999999,5988,109.08,20,-0.20005606333725154,0.30756026718299834,0.2,0.9224503636360168,-0.002408527990701259,0.13857817649841309,190,0.0003,0.02913818359375,0.0019628603
172032,28,10.091000000000001,5978,109.39,21,-0.208518547762651,0.3480354277533479,0.2,0.9132462218403816,-0.0016496448301040801,0.14099471271038055,200,0.0003,0.02564697265625,0.0016554424
180224,30,10.32,5967,111.32,22,-0.20118527808226644,0.3616470321780071,0.2,0.9092135280370712,-0.002001920288967085,0.13485601544380188,210,0.0003,0.03077392578125,0.0018978987
188416,31,10.97,5947,116.38,23,-0.18490666325669736,0.37939606783911584,0.2,0.9005301967263222,-0.0012798703739463236,0.22697369754314423,220,0.0003,0.02462158203125,0.0018402659
196608,33,11.165999999999999,5928,117.62,24,-0.16426111914915964,0.41580429250607265,0.2,0.8877284154295921,-0.0015972406926266559,0.1707463413476944,230,0.0003,0.02158203125,0.0017690032
204800,34,12.122,5895,124.93,25,-0.14095344570814633,0.46816675799200314,0.2,0.8696023374795914,-0.0015877016914600973,0.1736658811569214,240,0.0003,0.022265625,0.003422508
212992,36,12.741999999999997,5872,130.32,26,-0.14913034478668125,0.5433598855510354,0.2,0.8410606682300568,-0.0016580659157625632,0.3242548108100891,250,0.0003,0.02275390625,0.0021034135
221184,37,12.703,5844,130.2,27,-0.1275248641264625,0.5899071003659628,0.2,0.8320454806089401,-0.00027259342386969364,0.1916772872209549,260,0.0003,0.02646484375,0.0020988544
229376,39,13.790999999999999,5835,139.01,28,-0.13723669621685985,0.563391717581544,0.2,0.8450962752103806,-0.0010357092196500162,0.23325318098068237,270,0.0003,0.03060302734375,0.0028350442
237568,40,14.017999999999999,5823,141.1,29,-0.12655325069499668,0.655152382212691,0.2,0.8015109300613403,-0.0007033009647784638,0.26726648211479187,280,0.0003,0.02796630859375,0.0025057723
245760,42,14.58,5803,145.46,30,-0.14013959085859823,0.7175173478201031,0.2,0.7961975038051605,-0.0009721408072437043,0.3497932255268097,290,0.0003,0.0305908203125,0.0026839967
253952,43,15.0,5783,148.76,31,-0.11337732734100428,0.6266467994544656,0.2,0.8164573162794113,3.079158523178194e-06,0.431585431098938,300,0.0003,0.0288818359375,0.0027235814
262144,45,14.821,5773,147.51,32,-0.10215050904080272,0.7010693533928134,0.2,0.817127451300621,0.0005427441588835791,0.27640366554260254,310,0.0003,0.0291015625,0.003933659
270336,46,15.024,5771,149.27,33,-0.10844769460672979,0.5631238754082005,0.2,0.8636550456285477,-2.1464458131958964e-05,0.20162364840507507,320,0.0003,0.0293701171875,0.002710143
278528,48,14.755999999999998,5766,147.31,34,-0.1109549753862666,0.5439889382803813,0.2,0.8695909529924393,0.0014620146404922707,0.35520750284194946,330,0.0003,0.0317626953125,0.0031738295
286720,49,16.054999999999996,5763,157.51,35,-0.10200367929937784,0.6667547530261799,0.2,0.8411423414945602,0.00014827320501353825,0.5483570694923401,340,0.0003,0.0294189453125,0.0040240823
