time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,train/clip_range,train/explained_variance,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/value_loss
183,555008,16.791999999999998,163.53,3031,271,0.2,0.9166366383433342,0.13561338186264038,0.0037402187,0.033544921875,2700,0.0003,0.002019572487552068,-0.08657911526388488,0.3450056815519929
183,557056,16.977999999999998,165.03,3031,272,0.2,0.9053475335240364,0.18475361168384552,0.002020991,0.034521484375,2710,0.0003,0.0027846190620039123,-0.08285411898978054,0.38431306844577195
184,559104,17.436,168.71,3031,273,0.2,0.8773947060108185,0.22638241946697235,0.008342866,0.03125,2720,0.0003,0.0011217843151825947,-0.08124184421030804,0.4155786844436079
185,561152,17.534000000000002,169.51,3031,274,0.2,0.8911932408809662,0.12707439064979553,0.0050228597,0.035107421875,2730,0.0003,-0.0009144500916590914,-0.08350814002915286,0.45389720434322955
185,563200,17.468,169.03,3031,275,0.2,0.8221706748008728,0.283404678106308,0.0019774693,0.022021484375,2740,0.0003,0.0010058516963908914,-0.08662807351793163,0.5909997110255063
186,565248,17.252,167.32,3030,276,0.2,0.8373085409402847,0.32260817289352417,0.0012222055,0.0330078125,2750,0.0003,0.0029565205193648582,-0.08825418489286677,0.8004610551986844
187,567296,16.928,164.62,3030,277,0.2,0.8798107728362083,0.3371815085411072,0.0058971494,0.039013671875,2760,0.0003,0.0020875322094070724,-0.09712640467332675,0.6078014209866524
187,569344,16.956,164.81,3030,278,0.2,0.8967389389872551,0.1945537030696869,0.007114078,0.038134765625,2770,0.0003,8.322607827722095e-05,-0.09234249804867431,0.4985353730618954
188,571392,17.06,165.58,3030,279,0.2,0.8724621385335922,0.2297709882259369,0.0019698655,0.036083984375,2780,0.0003,0.0006364770655636675,-0.08271320443600416,0.5574927607551217
189,573440,17.254,167.07,3030,280,0.2,0.8720911741256714,0.3642750382423401,0.0072733816,0.0302734375,2790,0.0003,0.00017425901569367852,-0.08826991594978609,0.5557685310952365
189,575488,16.94,164.47,3031,281,0.2,0.8189455568790436,0.1986244022846222,0.0043524485,0.0337890625,2800,0.0003,0.0014582986681489275,-0.08926565726287664,0.5955197751987725
190,577536,16.802,163.36,3031,282,0.2,0.8970893323421478,0.14453141391277313,0.0035561677,0.03486328125,2810,0.0003,0.0011995002991170623,-0.08612877562409267,0.47775186533108355
191,579584,16.750999999999998,162.94,3031,283,0.2,0.9327637553215027,0.17226679623126984,0.0017018453,0.0322265625,2820,0.0003,0.0021639499078446533,-0.08801440458046272,0.2996674235444516
191,581632,17.054000000000002,165.34,3031,284,0.2,0.9334267750382423,0.08842124789953232,0.006320527,0.039208984375,2830,0.0003,-0.00038112362162792126,-0.08073347350000404,0.23461464899592102
192,583680,17.397000000000002,168.14,3031,285,0.2,0.8269646167755127,0.33554768562316895,0.012306873,0.03369140625,2840,0.0003,-0.000511485812603496,-0.07524074037210085,0.7958136127330363
193,585728,17.127,165.98,3031,286,0.2,0.8713355958461761,0.2833251953125,0.0041536335,0.029833984375,2850,0.0003,0.0008345942245796323,-0.07423037320259027,0.5574030049610883
193,587776,17.203,166.65,3031,287,0.2,0.9273020029067993,0.08852538466453552,0.0035741054,0.04375,2860,0.0003,-0.001088371200603433,-0.08568443425465375,0.3853953600395471
194,589824,16.854,163.88,3031,288,0.2,0.8751138299703598,0.2938368618488312,0.002296174,0.026708984375,2870,0.0003,0.0004024890404252801,-0.07425242271274328,0.5703177475370467
195,591872,17.107,165.96,3031,289,0.2,0.9134910404682159,0.14292393624782562,0.0041574175,0.0240234375,2880,0.0003,-0.00018210914568044244,-0.07691297630080954,0.36156734863761814
195,593920,17.395,168.21,3031,290,0.2,0.8899728432297707,0.2096252143383026,0.0026390362,0.023583984375,2890,0.0003,0.001516611236729659,-0.07398341681691818,0.5554735994432122
196,595968,18.023000000000003,173.23,3031,291,0.2,0.8456179052591324,0.29264208674430847,0.0030854838,0.037353515625,2900,0.0003,0.0014275455268943915,-0.0698300451564137,0.7109379903413355
197,598016,18.131,174.04,3031,292,0.2,0.8428064733743668,0.1654825359582901,0.0042295214,0.0365234375,2910,0.0003,0.0012795150840247515,-0.0802207964065019,0.61629933048971
197,600064,17.426,168.34,3031,293,0.2,0.8828063011169434,0.15212512016296387,0.0068309037,0.042822265625,2920,0.0003,-0.002231775315885898,-0.08135041091591119,0.4085463597904891
198,602112,17.439,168.38,3032,294,0.2,0.8797207772731781,0.3317415416240692,0.006357368,0.031640625,2930,0.0003,0.00040975877382152246,-0.08429022785276175,0.6464136498980224
199,604160,17.557,169.38,3032,295,0.2,0.8797866851091385,0.09223263710737228,0.0016734067,0.028955078125,2940,0.0003,0.0008024573704460636,-0.08237074391217902,0.41542086307890713
199,606208,17.358,167.84,3032,296,0.2,0.8977398425340652,0.2387833446264267,0.008899701,0.03837890625,2950,0.0003,0.0006624167042900808,-0.08335032619070262,0.5368678864091635
200,608256,16.989,164.87,3032,297,0.2,0.9181804955005646,0.21837759017944336,0.0031375505,0.032421875,2960,0.0003,0.0016904839358176105,-0.0829237285477575,0.42895660824142395
201,610304,16.791,163.34,3032,298,0.2,0.898184634745121,0.13131985068321228,0.0015565661,0.030712890625,2970,0.0003,0.0009471843419305515,-0.0886723771574907,0.37100945892743764
201,612352,16.506,161.03,3032,299,0.2,0.8651371449232101,0.25171560049057007,0.0019899572,0.032080078125,2980,0.0003,0.0013122607648256234,-0.09155790474032983,0.5819402405060827
202,614400,16.401,160.25,3032,300,0.2,0.8633552938699722,0.2064051628112793,0.002760781,0.032666015625,2990,0.0003,-5.8380715563544074e-05,-0.08580311915138736,0.5103934579528868
203,616448,16.663,162.42,3032,301,0.2,0.8734102249145508,0.22637887299060822,0.002324761,0.03037109375,3000,0.0003,-0.00010944038949673995,-0.08364506408106535,0.5495370086282492
204,618496,16.565,161.62,3031,302,0.2,0.9087555930018425,0.11563695967197418,0.002988865,0.03369140625,3010,0.0003,0.0005328057130100205,-0.08070747058372944,0.45654410212300717
204,620544,16.424999999999997,160.49,3031,303,0.2,0.8900202959775925,0.21020570397377014,0.00376624,0.032421875,3020,0.0003,-0.0002945268475741614,-0.08414388870587572,0.5500524271745235
205,622592,16.837,163.8,3031,304,0.2,0.9023404940962791,0.3311481177806854,0.0041927323,0.030810546875,3030,0.0003,0.0001281382210436277,-0.08266356389503926,0.5011271380353719
206,624640,16.906000000000002,164.31,3030,305,0.2,0.9411945603787899,0.20680460333824158,0.0037805303,0.035986328125,3040,0.0003,0.0018882195014157332,-0.07863127483869903,0.3371494419872761
206,626688,16.635,162.14,3030,306,0.2,0.8241603672504425,0.25479283928871155,0.005502101,0.035595703125,3050,0.0003,-0.0019221419250243343,-0.08022609295439906,0.8041483561508358
207,628736,16.57,161.67,3030,307,0.2,0.9009756967425346,0.13364121317863464,0.003418809,0.0326171875,3060,0.0003,0.0016549129199120217,-0.07931977908592672,0.3950078308582306
208,630784,16.171,158.31,3030,308,0.2,0.8434397429227829,0.33310452103614807,0.011571737,0.0326171875,3070,0.0003,-0.0006691251212032512,-0.07447344908141532,0.6619130501989275
208,632832,16.191999999999997,158.43,3030,309,0.2,0.8061008304357529,0.5210164189338684,0.0062657273,0.0322265625,3080,0.0003,-0.0008718153454537969,-0.0812995548651088,0.7796820547897368
209,634880,16.194000000000003,158.54,3029,310,0.2,0.8964007869362831,0.11785734444856644,0.002223491,0.04150390625,3090,0.0003,0.003694342459493782,-0.07784823337569832,0.3598646381404251
210,636928,15.781,155.22,3029,311,0.2,0.8988681212067604,0.1732574701309204,0.0071506235,0.04189453125,3100,0.0003,0.001395552720350679,-0.07628651589911897,0.450985997216776
210,638976,16.145,158.14,3030,312,0.2,0.896805576980114,0.1627880036830902,0.002121958,0.026708984375,3110,0.0003,0.0014906109405274036,-0.077877904108027,0.48733710376545786
211,641024,16.257,159.08,3030,313,0.2,0.8633636981248856,0.3138173818588257,0.004591979,0.0337890625,3120,0.0003,0.002189855077813263,-0.07649856575299055,0.5658921756781637
212,643072,16.590999999999998,161.79,3030,314,0.2,0.892169639468193,0.19747042655944824,0.0037595779,0.037255859375,3130,0.0003,0.0029481129880878144,-0.08798849103040993,0.4595353608950973
212,645120,16.419,160.43,3030,315,0.2,0.8746185898780823,0.14925932884216309,0.0044149063,0.030712890625,3140,0.0003,1.687944895820692e-05,-0.07860172166838311,0.4722601437475532
213,647168,16.191,158.69,3030,316,0.2,0.9070104137063026,0.1685088574886322,0.0025058135,0.03017578125,3150,0.0003,0.0024528172500140498,-0.08884573355317116,0.5403095061890781
214,649216,16.347,159.98,3030,317,0.2,0.9051889851689339,0.16741859912872314,0.0029936167,0.036669921875,3160,0.0003,0.0007384799755527638,-0.08696849210537039,0.4388572399504483
214,651264,16.772000000000002,163.33,3030,318,0.2,0.8978240042924881,0.10247060656547546,0.0018512767,0.03173828125,3170,0.0003,0.0013335626710613724,-0.07781750981812366,0.43159083139616994
215,653312,16.741,163.02,3030,319,0.2,0.871295765042305,0.2042667716741562,0.0063010273,0.031396484375,3180,0.0003,0.0008240599869168364,-0.07565609272569418,0.5242618060205132
216,655360,16.037,157.33,3030,320,0.2,0.898766964673996,0.20941294729709625,0.0032865051,0.030859375,3190,0.0003,0.0012931233672134113,-0.07417991914553568,0.5143620402552187
216,657408,15.856999999999998,155.89,3030,321,0.2,0.8805496543645859,0.15179064869880676,0.005377896,0.03544921875,3200,0.0003,-0.0009115953420405276,-0.07156259547919035,0.47856305707246066
217,659456,16.064,157.6,3030,322,0.2,0.8840767294168472,0.1374138444662094,0.004142817,0.030322265625,3210,0.0003,0.0014063003589399159,-0.06841592905402649,0.5196827060077339
218,661504,16.089,157.76,3030,323,0.2,0.8497657179832458,0.25095903873443604,0.007972217,0.02802734375,3220,0.0003,0.0002885276582674123,-0.06781905459356494,0.6465458448044956
218,663552,16.099,157.86,3030,324,0.2,0.897773765027523,0.25725728273391724,0.0032782464,0.02626953125,3230,0.0003,0.001270463757100515,-0.06857562762452289,0.433620089199394
219,665600,16.115,158.02,3030,325,0.2,0.9182513803243637,0.13318413496017456,0.002154624,0.031591796875,3240,0.0003,-0.00047638577561883724,-0.06178407241750392,0.2862762410659343
220,667648,16.36,160.02,3029,326,0.2,0.8931803181767464,0.2304667830467224,0.002997277,0.0265625,3250,0.0003,0.0001734921330353245,-0.057108141871867704,0.3836817188188434
221,669696,16.765,163.35,3029,327,0.2,0.8952246457338333,0.2657370865345001,0.006481615,0.032373046875,3260,0.0003,0.00021220481939963066,-0.055434684283682145,0.440114625566639
221,671744,16.972,164.97,3029,328,0.2,0.8797325789928436,0.21876823902130127,0.0023530591,0.02763671875,3270,0.0003,0.0020109127144678496,-0.05321924828167539,0.5089858815073967
222,673792,17.181,166.7,3028,329,0.2,0.9164517447352409,0.11313548684120178,0.0025641816,0.02607421875,3280,0.0003,0.0007426471718645189,-0.05749463005340658,0.38278514086268844
223,675840,17.012999999999998,165.38,3028,330,0.2,0.9329883605241776,0.111308753490448,0.0054807817,0.024169921875,3290,0.0003,0.002047377989947563,-0.052748917645658366,0.3100874757627025
223,677888,17.171999999999997,166.7,3028,331,0.2,0.956116072833538,0.042729660868644714,0.0014783342,0.0228515625,3300,0.0003,-1.8135325808543713e-05,-0.05304626866127364,0.20725166541524231
224,679936,17.299,167.7,3028,332,0.2,0.8966453969478607,0.10870679467916489,0.001905889,0.01943359375,3310,0.0003,0.0003004016441991553,-0.04672831044881605,0.4400563569739461
225,681984,17.52,169.46,3028,333,0.2,0.9352030903100967,0.1962289810180664,0.0021205312,0.025,3320,0.0003,0.0023310488999413793,-0.05016166616114788,0.3057491684099659
225,684032,17.096999999999998,166.04,3027,334,0.2,0.89217858761549,0.21169938147068024,0.016927425,0.039111328125,3330,0.0003,-0.00045511210992117413,-0.05787188091198914,0.4062711521517485
226,686080,16.814,163.75,3028,335,0.2,0.9422465786337852,0.1174672394990921,0.0041294023,0.027880859375,3340,0.0003,0.0027458373922854664,-0.06170773584744893,0.32264226195402446
227,688128,17.031,165.47,3028,336,0.2,0.9245796874165535,0.1563386172056198,0.006657387,0.030712890625,3350,0.0003,-0.0009047552062838804,-0.05141389847849496,0.36498968582600355
227,690176,16.793,163.54,3027,337,0.2,0.8727361857891083,0.2638553977012634,0.0058695218,0.033154296875,3360,0.0003,-0.0008698176876350772,-0.050740564402076416,0.48898747749626637
228,692224,16.73,163.0,3028,338,0.2,0.9617445878684521,0.11891419440507889,0.0056962497,0.034130859375,3370,0.0003,0.0012165067069872747,-0.061844578023010396,0.19875666832085698
229,694272,16.366,160.08,3027,339,0.2,0.9218192771077156,0.16982561349868774,0.009573137,0.034814453125,3380,0.0003,0.0027853194013005124,-0.05864094892313006,0.38593545868061485
229,696320,16.497,161.12,3027,340,0.2,0.910799503326416,0.09538722038269043,0.008823833,0.036181640625,3390,0.0003,0.001212961044802796,-0.05734815297764726,0.3381515958812088
230,698368,15.985999999999999,156.91,3027,341,0.2,0.907774843275547,0.09255894273519516,0.006835845,0.025537109375,3400,0.0003,0.0021921750827459618,-0.0562962767056888,0.41033650981262326
231,700416,16.081,157.68,3027,342,0.2,0.9318649992346764,0.09581935405731201,0.0062902956,0.026708984375,3410,0.0003,0.0008543831536371727,-0.058407874772092326,0.29851725173648447
232,702464,15.776,155.26,3027,343,0.2,0.9293432831764221,0.15281014144420624,0.004630292,0.026416015625,3420,0.0003,0.002251423975394573,-0.05944857015565504,0.2922418454661965
232,704512,15.868,156.0,3025,344,0.2,0.9575781263411045,0.07583838701248169,0.0067422874,0.033251953125,3430,0.0003,0.001758227242680732,-0.05664512238508905,0.2377979133510962
233,706560,15.855,155.87,3025,345,0.2,0.9563500843942165,0.10215189307928085,0.0066359937,0.0314453125,3440,0.0003,0.001092224426975008,-0.0598889554879861,0.20423479506280273
234,708608,16.39,160.23,3025,346,0.2,0.9317155852913857,0.16424201428890228,0.0021328232,0.025634765625,3450,0.0003,-0.00021462429140228778,-0.058770111014018765,0.30405327572952956
234,710656,16.434,160.58,3026,347,0.2,0.9117270112037659,0.12782898545265198,0.0028009596,0.03193359375,3460,0.0003,-0.000975643274068716,-0.05463939191831742,0.38990549836307764
235,712704,16.362000000000002,160.04,3025,348,0.2,0.9203680455684662,0.14253449440002441,0.0048472714,0.026171875,3470,0.0003,0.0012386336435156408,-0.05934125684434548,0.35995224118232727
236,714752,16.35,160.01,3025,349,0.2,0.9527321830391884,0.09639659523963928,0.003456285,0.023974609375,3480,0.0003,0.0005301286102621817,-0.06203118678822648,0.2471229783957824
236,716800,16.435,160.68,3025,350,0.2,0.9306841045618057,0.10058115422725677,0.0031677266,0.0314453125,3490,0.0003,-0.0001417800063791219,-0.06194255921000149,0.3301688397070393
237,718848,16.522000000000002,161.37,3026,351,0.2,0.9181772693991661,0.1181718036532402,0.0014412994,0.02431640625,3500,0.0003,0.00037596819674945436,-0.05954631969798356,0.30566658419556914
238,720896,16.761,163.31,3026,352,0.2,0.9278438836336136,0.07377670705318451,0.00073373487,0.016259765625,3510,0.0003,0.00043199467909289525,-0.056992078619077804,0.3579007462132722
238,722944,16.954,164.88,3026,353,0.2,0.9333808720111847,0.03998635336756706,0.0033007863,0.029150390625,3520,0.0003,0.001429613964864984,-0.05406766841188073,0.30545404881704596
239,724992,16.587,161.93,3026,354,0.2,0.9083447754383087,0.0944066196680069,0.0029944102,0.023681640625,3530,0.0003,0.0008544845455617178,-0.054534164804499595,0.44422865805681794
240,727040,16.134,158.21,3026,355,0.2,0.9068446680903435,0.0856378972530365,0.0032701613,0.029296875,3540,0.0003,-0.000910459084843751,-0.054612007678952065,0.4310945843346417
240,729088,16.355999999999998,159.98,3026,356,0.2,0.9676639176905155,0.09225793182849884,0.0024987324,0.025634765625,3550,0.0003,0.0007129944387997966,-0.05597897921106778,0.1581441719084978
241,731136,16.34,159.82,3026,357,0.2,0.9463505148887634,0.08968278020620346,0.004167252,0.023291015625,3560,0.0003,0.0001663379924139008,-0.05834564040414989,0.2598367335740477
242,733184,16.252,159.12,3026,358,0.2,0.9299218356609344,0.10594554245471954,0.0056542866,0.032470703125,3570,0.0003,0.005057424218102824,-0.053051876318932045,0.31683622889686375
242,735232,16.227999999999998,158.88,3026,359,0.2,0.9363556280732155,0.13765744864940643,0.006742556,0.027197265625,3580,0.0003,0.00042247268138453367,-0.052552342967828736,0.27786579697858543
243,737280,16.109,157.87,3026,360,0.2,0.9044512435793877,0.16472920775413513,0.0053273775,0.031689453125,3590,0.0003,0.0008155890369380359,-0.05751944454677869,0.4292438098229468
244,739328,16.055,157.42,3026,361,0.2,0.9309779554605484,0.07076507806777954,0.0041281795,0.027783203125,3600,0.0003,0.0010684603214031086,-0.06262628438998945,0.34652670987416057
244,741376,16.048,157.35,3026,362,0.2,0.9434245452284813,0.03525036200881004,0.0020464745,0.024609375,3610,0.0003,0.0006384534317476209,-0.05908836901071481,0.251454773102887
245,743424,16.198,158.58,3026,363,0.2,0.9511157535016537,0.0625741183757782,0.0037378245,0.031201171875,3620,0.0003,0.00324030972624314,-0.06166303408681415,0.2649200828745961
246,745472,16.045,157.32,3025,364,0.2,0.9124951958656311,0.12662529945373535,0.003308008,0.02978515625,3630,0.0003,0.0014979623701947276,-0.059650671487906946,0.3685787895694375
247,747520,16.337,159.7,3025,365,0.2,0.9040429592132568,0.11303070187568665,0.0058947224,0.034326171875,3640,0.0003,0.0014025705670064781,-0.056752598693128674,0.40743961301632226
247,749568,16.206999999999997,158.67,3025,366,0.2,0.9257288202643394,0.13542333245277405,0.003477408,0.02626953125,3650,0.0003,0.0007698571542277932,-0.059872522146906706,0.3103992993477732
248,751616,15.866,155.98,3025,367,0.2,0.9256489798426628,0.10425195097923279,0.0056336992,0.028173828125,3660,0.0003,0.0004446616119821556,-0.05926512316800654,0.35408956543542447
249,753664,15.765,155.15,3025,368,0.2,0.9553087279200554,0.0354103222489357,0.005113736,0.034521484375,3670,0.0003,0.001746546005597338,-0.06334564199205488,0.20493074976839126
249,755712,15.816999999999998,155.58,3025,369,0.2,0.9080739542841911,0.12881797552108765,0.006237374,0.034521484375,3680,0.0003,0.0008661198931804393,-0.06114052640041336,0.4388714070664719
250,757760,15.870999999999999,156.03,3025,370,0.2,0.9037558138370514,0.11627110838890076,0.0047826413,0.02822265625,3690,0.0003,0.0026907273080723827,-0.0653027571097482,0.3660203988663852
251,759808,16.192999999999998,158.62,3024,371,0.2,0.873216062784195,0.4581138491630554,0.0070761903,0.02744140625,3700,0.0003,0.0009046986480825581,-0.06373958236945328,0.455952954525128
251,761856,16.358,160.0,3024,372,0.2,0.9032752811908722,0.0851258784532547,0.007407979,0.026611328125,3710,0.0003,0.0021896001024288127,-0.06228382752233301,0.35207808571867644
252,763904,16.392,160.25,3023,373,0.2,0.9268317744135857,0.12316764891147614,0.001959046,0.02529296875,3720,0.0003,0.000404193761642091,-0.062544252933003,0.27973633338697257
253,765952,16.346,159.88,3021,374,0.2,0.9315067827701569,0.1819416880607605,0.0022522956,0.02158203125,3730,0.0003,0.0005362237498047762,-0.05916745982685825,0.31511823697946967
254,768000,16.945999999999998,164.71,3020,375,0.2,0.9483469687402248,0.08130398392677307,0.002047896,0.031884765625,3740,0.0003,-0.0009836083358095494,-0.05079928269260563,0.2122827309416607
255,770048,17.131,166.2,3019,376,0.2,0.9264376014471054,0.1843516081571579,0.0016917173,0.02138671875,3750,0.0003,0.0017225678369868548,-0.054248903132975104,0.34362741308286787
255,772096,17.418,168.44,3018,377,0.2,0.8694001585245132,0.21701689064502716,0.004623685,0.02958984375,3760,0.0003,-0.0018107003015757073,-0.05667087466135854,0.5881948386784643
256,774144,17.160999999999998,166.41,3017,378,0.2,0.8969070538878441,0.4038393795490265,0.0022018426,0.027490234375,3770,0.0003,0.0008329299111210275,-0.054587036353768784,0.5174741536378861
257,776192,17.101000000000003,165.81,3017,379,0.2,0.951972957700491,0.10262537002563477,0.005676982,0.025537109375,3780,0.0003,-0.00023371229035547004,-0.055575276206946,0.21689255542587488
257,778240,16.537,161.25,3017,380,0.2,0.9458847008645535,0.08512066304683685,0.07458726,0.058837890625,3790,0.0003,-0.002024794840690447,-0.06824476092588157,0.2773994208080694
258,780288,16.465999999999998,160.72,3018,381,0.2,0.92055644094944,0.1643785685300827,0.0037469103,0.034130859375,3800,0.0003,-8.759367919992655e-05,-0.06428036419674754,0.3443640758516267
259,782336,16.436,160.51,3018,382,0.2,0.9427799396216869,0.10750440508127213,0.006936721,0.041796875,3810,0.0003,0.00135372445511166,-0.06490843158098869,0.3172242138069123
259,784384,16.389,160.13,3018,383,0.2,0.9087330922484398,0.19457808136940002,0.0048444457,0.039794921875,3820,0.0003,0.0028197581792483105,-0.0746145678742323,0.4028869410045445
260,786432,16.151999999999997,158.3,3018,384,0.2,0.8920273408293724,0.17542318999767303,0.002723128,0.028369140625,3830,0.0003,0.0023174430985818616,-0.07261230699368752,0.47571368247736245
261,788480,16.53,161.36,3019,385,0.2,0.9357040748000145,0.11742731183767319,0.0038685158,0.0404296875,3840,0.0003,0.001907202550682996,-0.07547508926945738,0.2360931048169732
261,790528,16.408,160.41,3019,386,0.2,0.8784255012869835,0.25546810030937195,0.0070682894,0.033056640625,3850,0.0003,0.0008651009105960838,-0.06871406863210723,0.5326211748644709
262,792576,16.637,162.34,3019,387,0.2,0.803689181804657,0.16854459047317505,0.0020982507,0.03154296875,3860,0.0003,0.0011834301105409395,-0.06985875321552157,0.7547020813915879
263,794624,16.774,163.44,3018,388,0.2,0.8903690427541733,0.16922324895858765,0.004983719,0.031787109375,3870,0.0003,0.0002040916217083577,-0.06450041775242425,0.40298376004211606
263,796672,17.089000000000002,165.96,3018,389,0.2,0.8912367299199104,0.16849808394908905,0.0027651465,0.027978515625,3880,0.0003,0.0019797515917161944,-0.06789408513577655,0.4511402500793338
264,798720,17.359,168.12,3018,390,0.2,0.8477003127336502,0.2697441279888153,0.0024102097,0.025341796875,3890,0.0003,0.000636660154123092,-0.06122614810592495,0.5881824599578976
265,800768,17.403,168.47,3018,391,0.2,0.8883428871631622,0.161158949136734,0.012137154,0.031005859375,3900,0.0003,0.0005974453611997888,-0.05874790078960359,0.41149311177432535
265,802816,17.12,166.18,3018,392,0.2,0.8924772441387177,0.22175243496894836,0.0029756944,0.025,3910,0.0003,0.0015716834081104026,-0.06923305058735423,0.3243359866319224
266,804864,16.842,163.94,3018,393,0.2,0.9342931881546974,0.0930003970861435,0.003887501,0.02568359375,3920,0.0003,0.001014847790793283,-0.06557446214719675,0.3378832870163023
267,806912,16.787,163.48,3018,394,0.2,0.9317962676286697,0.11771849542856216,0.0017113803,0.024951171875,3930,0.0003,0.0014756625634618104,-0.06124846625607461,0.3225746572948992
267,808960,16.415,160.48,3018,395,0.2,0.9253512173891068,0.3424113988876343,0.004218511,0.02978515625,3940,0.0003,0.0008528131969796959,-0.05846876970899757,0.3013411229243502
268,811008,16.654,162.42,3018,396,0.2,0.895656168460846,0.17521852254867554,0.011041703,0.040478515625,3950,0.0003,0.0007429528370266781,-0.06004922761931084,0.455743673350662
269,813056,16.52,161.35,3018,397,0.2,0.9376358985900879,0.3544307053089142,0.0018166646,0.022900390625,3960,0.0003,0.0007575546929729171,-0.053941506947739984,0.29173696429934354
270,815104,16.331,159.82,3018,398,0.2,0.9283826723694801,0.2645057439804077,0.004726709,0.026611328125,3970,0.0003,6.65420575387543e-05,-0.06073808576911688,0.3658217769116163
270,817152,16.336,159.87,3018,399,0.2,0.9228671863675117,0.13897240161895752,0.0021687867,0.031005859375,3980,0.0003,0.00014270469328039325,-0.058711285778554154,0.4270607074256986
271,819200,16.447000000000003,160.8,3018,400,0.2,0.9295536428689957,0.08809499442577362,0.004630731,0.02353515625,3990,0.0003,0.0005438557251181919,-0.05524874196125893,0.3317564631579444
272,821248,16.32,159.8,3018,401,0.2,0.9401091076433659,0.07729937136173248,0.020300072,0.03564453125,4000,0.0003,0.00022003872873028741,-0.06201634761528112,0.25084531693719325
272,823296,16.502,161.26,3018,402,0.2,0.9199071153998375,0.13915587961673737,0.009898273,0.03154296875,4010,0.0003,-0.0004999314507585951,-0.059155159466899934,0.37720839998219163
273,825344,16.203000000000003,158.81,3019,403,0.2,0.9392051696777344,0.15345478057861328,0.0037774986,0.02509765625,4020,0.0003,0.001837835105106933,-0.05261681627307553,0.2479495511390269
274,827392,16.384,160.26,3019,404,0.2,0.9379217848181725,0.1074788048863411,0.0034498358,0.019970703125,4030,0.0003,0.0005862764955963939,-0.053405986956204285,0.2652562679257244
274,829440,16.521,161.36,3019,405,0.2,0.9072031751275063,0.13329145312309265,0.0038788794,0.02822265625,4040,0.0003,-0.0013354497066757176,-0.057629933283897115,0.3076533343177289
275,831488,16.519000000000002,161.34,3019,406,0.2,0.9172015711665154,0.09638980031013489,0.0026372168,0.0244140625,4050,0.0003,0.002184129520901479,-0.05723507483198773,0.3470536135137081
276,833536,16.419,160.52,3019,407,0.2,0.9470626637339592,0.1747276782989502,0.003607614,0.025146484375,4060,0.0003,0.0024047596591117324,-0.06093890348565765,0.2569485287880525
276,835584,16.489,161.04,3019,408,0.2,0.9206744506955147,0.12104528397321701,0.0025630759,0.022802734375,4070,0.0003,0.0007216848673124332,-0.06244066095096059,0.33408154719509187
277,837632,16.491,161.06,3019,409,0.2,0.9258323758840561,0.073341503739357,0.0021330619,0.023974609375,4080,0.0003,0.0006601185294130118,-0.06084527127386537,0.3258292649872601
278,839680,16.641,162.29,3019,410,0.2,0.8751024156808853,0.16871961951255798,0.0011792718,0.02236328125,4090,0.0003,0.0008420913356530946,-0.05660370367113501,0.48991685337387025
278,841728,16.472,160.96,3019,411,0.2,0.9264654368162155,0.1229957789182663,0.0041214083,0.033740234375,4100,0.0003,0.0013635676907142625,-0.06438913288875484,0.35151720196008684
279,843776,16.745,163.15,3020,412,0.2,0.9112085625529289,0.13202716410160065,0.014456371,0.03779296875,4110,0.0003,-0.001468049464165233,-0.06603209206368774,0.3923911515623331
280,845824,16.826999999999998,163.79,3020,413,0.2,0.896035835146904,0.20234057307243347,0.002530225,0.024609375,4120,0.0003,0.00023353014403255657,-0.06047327666165074,0.462176361028105
280,847872,16.822,163.74,3020,414,0.2,0.8617611527442932,0.4036678075790405,0.0029199156,0.0302734375,4130,0.0003,0.0008262514653324615,-0.06521709491498769,0.505737893935293
281,849920,17.087,165.94,3020,415,0.2,0.9396541118621826,0.15136118233203888,0.005334358,0.027734375,4140,0.0003,-0.000795604055019794,-0.05708338947079028,0.2858994339592755
282,851968,17.514,169.4,3020,416,0.2,0.8125127702951431,0.2646016776561737,0.0074782367,0.02958984375,4150,0.0003,-0.0003283401769294869,-0.06156572037725709,0.8221235682722181
282,854016,18.163,174.63,3020,417,0.2,0.8660234659910202,0.32667773962020874,0.002225468,0.036865234375,4160,0.0003,0.0002676151962077711,-0.056082330807112155,0.44771178779192267
283,856064,18.361,176.25,3020,418,0.2,0.8470201343297958,0.20544011890888214,0.0032755453,0.028125,4170,0.0003,0.0013814187499519904,-0.0654852838255465,0.6491656728554517
284,858112,18.294,175.67,3020,419,0.2,0.7950011342763901,0.32305392622947693,0.002405654,0.024072265625,4180,0.0003,0.000822276756662177,-0.055529409501468764,0.8234041417948902
284,860160,18.325,175.89,3020,420,0.2,0.8728022426366806,0.13620758056640625,0.0040158825,0.026513671875,4190,0.0003,0.0016911093222006456,-0.06129973900970072,0.5944619324523955
285,862208,18.351,176.15,3020,421,0.2,0.8102142214775085,0.45775851607322693,0.0025893867,0.037451171875,4200,0.0003,0.00026476810744497926,-0.06460244425979908,0.7783326388336718
