time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/learning_rate,train/explained_variance,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range
234,80.721,4748,679.34,1114112,136,0.0005576320000000001,0.574872761964798,1350,0.37985910903371406,0.11546815931797028,0.009265689,-0.0806585596408695,-0.00014924032402632292,0.05010986328125,0.2
236,77.53299999999999,4748,653.58,1122304,137,0.0005543552,0.402462899684906,1360,1.004840321157826,0.3963993191719055,0.006212335,-0.09419706769112964,-2.0108538137719734e-05,0.03682861328125,0.2
238,80.582,4748,678.13,1130496,138,0.0005510784,0.41114407777786255,1370,1.002128157747211,0.1538080871105194,0.012380889,-0.0964682027042727,0.0004749955857732857,0.0463134765625,0.2
239,83.89900000000002,4748,704.82,1138688,139,0.0005478016,0.5144025087356567,1380,2.0028816947946324,0.7952817678451538,0.010906551,-0.1267646088002948,-0.0007482967806936358,0.03221435546875,0.2
241,79.056,4748,665.66,1146880,140,0.0005445248000000001,0.6025354862213135,1390,0.9731638451397885,0.40073221921920776,0.010799923,-0.09106126788683469,0.0007330459427976165,0.04378662109375,0.2
243,70.41900000000001,4748,596.03,1155072,141,0.0005412479999999999,0.44660139083862305,1400,1.009689773072023,0.42683282494544983,0.010577062,-0.09644062948937063,0.001609788132373069,0.04891357421875,0.2
244,64.885,4748,551.4,1163264,142,0.0005379712,0.4631825089454651,1410,2.1154547369107606,1.1965159177780151,0.013201241,-0.14047773809579667,-0.0032278229664370883,0.053466796875,0.2
246,64.82,4748,550.84,1171456,143,0.0005346944,0.2533174157142639,1420,1.5059840334346517,0.5148082971572876,0.009413372,-0.10395316961221397,0.0031254988164619137,0.05118408203125,0.2
248,61.736,4748,525.94,1179648,144,0.0005314175999999999,0.25715750455856323,1430,0.5921115520526655,0.45030826330184937,0.009764704,-0.07845483060227706,0.0028716979633827576,0.0429443359375,0.2
250,67.916,4747,575.68,1187840,145,0.0005281408000000001,0.410091757774353,1440,1.1974220606847665,0.21019521355628967,0.0063964,-0.10487588668765965,-0.001750351404734829,0.03377685546875,0.2
251,74.727,4747,630.65,1196032,146,0.000524864,0.32155394554138184,1450,1.343592865683604,0.08004026859998703,0.010238681,-0.10204886404972058,-0.00035947405676779455,0.04505615234375,0.2
253,74.303,4745,627.22,1204224,147,0.0005215872,0.4066838026046753,1460,0.8734608241997194,0.8186562061309814,0.0063064015,-0.08179070628248156,0.0012195981222703268,0.04344482421875,0.2
255,76.499,4745,644.95,1212416,148,0.0005183104,0.14866292476654053,1470,0.8878671702928841,0.92534339427948,0.014549568,-0.09573030400060815,0.0027933540183767034,0.0498779296875,0.2
257,82.53299999999999,4745,693.59,1220608,149,0.0005150336,0.18288898468017578,1480,1.5943112345878034,0.4268565773963928,0.010526792,-0.11631505588593427,0.0009577615088346647,0.04295654296875,0.2
258,82.293,4745,691.55,1228800,150,0.0005117568,0.38885653018951416,1490,0.9963083214592189,0.10214821249246597,0.0083120335,-0.10241365519468673,0.0008421128251939081,0.041064453125,0.2
260,75.521,4745,636.88,1236992,151,0.0005084800000000001,0.30340254306793213,1500,2.0665527668083086,0.7076599597930908,0.008072268,-0.12394745241326746,-0.0013127712412824622,0.04417724609375,0.2
262,77.576,4745,653.38,1245184,152,0.0005052031999999999,0.35826748609542847,1510,1.4880993559607305,0.8821814060211182,0.00847164,-0.10886153687024488,0.0010468480614690633,0.04188232421875,0.2
264,83.42,4745,700.57,1253376,153,0.0005019264,0.33034175634384155,1520,0.9900859732821118,0.619755744934082,0.0053175986,-0.086660446197493,0.001131208125661942,0.0381591796875,0.2
265,91.23099999999998,4745,763.65,1261568,154,0.0004986496000000001,0.48836004734039307,1530,0.5947034324286505,0.039132922887802124,0.0064493627,-0.07822795292231603,0.0013888036004573224,0.03419189453125,0.2
267,93.339,4745,780.59,1269760,155,0.0004953728,0.36780112981796265,1540,0.6106466857687337,0.3503901958465576,0.0061600814,-0.08488928047299851,0.0008432044227447477,0.0346923828125,0.2
269,93.05499999999998,4745,778.2,1277952,156,0.000492096,0.2848140597343445,1550,0.6230194080679212,0.07509289681911469,0.008327976,-0.0813507320926874,-0.0049447457046881025,0.0435302734375,0.2
271,98.994,4745,826.25,1286144,157,0.0004888192,0.39368659257888794,1560,0.7204593532747822,0.5726302266120911,0.0045250407,-0.08029632944380864,-1.8132705827156313e-05,0.03394775390625,0.2
272,98.19399999999997,4745,819.78,1294336,158,0.0004855424000000001,0.3820769190788269,1570,0.8249731184565462,0.11078564077615738,0.007400304,-0.07475834899523762,0.002596602762605471,0.03455810546875,0.2
274,110.40599999999999,4745,918.23,1302528,159,0.0004822656,0.5715451836585999,1580,0.47315554177912417,0.12894123792648315,0.007186724,-0.07041540055070072,0.0015120742686121958,0.039306640625,0.2
276,109.62899999999999,4745,911.9,1310720,160,0.0004789888,0.3473660349845886,1590,0.7506655529665295,0.14127512276172638,0.0043752706,-0.07801209009048762,-7.196940105131943e-05,0.0321044921875,0.2
277,115.81300000000002,4745,961.77,1318912,161,0.00047571200000000004,0.5378355085849762,1600,0.6894177821843186,0.23051568865776062,0.005504384,-0.0762567141195177,0.0010453183517711295,0.03177490234375,0.2
279,118.413,4745,982.73,1327104,162,0.00047243520000000007,0.4916609525680542,1610,1.380689827457536,0.392996609210968,0.007277285,-0.08057400958350627,-0.0001761693780281348,0.02921142578125,0.2
281,119.81300000000002,4745,994.03,1335296,163,0.0004691584,0.3488292694091797,1620,0.6871224653092213,0.461758017539978,0.0075328145,-0.07100778763851849,0.000723260631912126,0.0388916015625,0.2
283,137.686,4745,1138.29,1343488,164,0.0004658816,0.559451699256897,1630,0.12360986299463547,0.016016121953725815,0.0077625657,-0.06374964561036904,0.0019215231080124795,0.03717041015625,0.2
284,142.442,4745,1176.76,1351680,165,0.00046260480000000003,0.2952187657356262,1640,1.1247481675294693,0.7241157293319702,0.0047063455,-0.08531517953597359,0.0006001083939736418,0.02935791015625,0.2
286,147.398,4745,1216.87,1359872,166,0.00045932799999999995,0.5428368151187897,1650,0.7969460223859641,0.05271587148308754,0.0047075506,-0.08879984675877495,0.0003061697275370534,0.03427734375,0.2
288,148.63400000000001,4745,1226.8,1368064,167,0.0004560512,0.3953631520271301,1660,0.8999144066590816,1.6251248121261597,0.0065713767,-0.08214193491003244,0.001576739964684748,0.03436279296875,0.2
290,147.532,4745,1217.76,1376256,168,0.00045277440000000005,0.2053980827331543,1670,0.798424544808222,0.12132489681243896,0.006310462,-0.0712673190239002,0.00045141418968341895,0.036767578125,0.2
291,149.02700000000002,4745,1229.83,1384448,169,0.0004494976000000001,0.3726332187652588,1680,0.7841926052729832,0.06460677832365036,0.007551919,-0.07070367799606174,0.0018538058457124862,0.02913818359375,0.2
293,150.911,4745,1245.16,1392640,170,0.0004462208,0.1747625470161438,1690,0.34214164479635656,0.05671795457601547,0.010372316,-0.07572563099383842,0.002824294190577348,0.0453369140625,0.2
295,150.94500000000002,4745,1245.5,1400832,171,0.000442944,0.2725595235824585,1700,0.8590546654741047,1.0210626125335693,0.0054838816,-0.09672140050606685,-0.0010390089500106115,0.03076171875,0.2
296,145.144,4745,1198.65,1409024,172,0.00043966720000000004,0.4085822105407715,1710,0.9295474041835405,0.2807943820953369,0.009133682,-0.09557414101436734,-0.00021126939600435435,0.03448486328125,0.2
298,137.684,4745,1138.63,1417216,173,0.00043639039999999996,0.420024573802948,1720,0.898639899835689,0.5563176274299622,0.0062287254,-0.0931800419362844,4.905282839899883e-05,0.03382568359375,0.2
300,142.966,4745,1181.37,1425408,174,0.0004331136,0.39703047275543213,1730,1.1149517098907382,0.17861120402812958,0.007412006,-0.08921905150345992,0.0013780095474430708,0.03212890625,0.2
302,83.82000000000002,4745,704.66,1433600,175,0.0004298368,0.2109031081199646,1740,0.7527561253198656,0.06375128030776978,0.020771299,-0.09449608408322092,6.574988219654188e-05,0.05277099609375,0.2
303,40.381,4746,354.42,1441792,176,0.00042656000000000004,0.2810850739479065,1750,3.4148930334486067,0.9890974164009094,0.007207677,-0.1970059601997491,-0.002320889787733904,0.03223876953125,0.2
305,22.357,4745,208.92,1449984,177,0.00042328319999999995,0.4960634708404541,1760,3.1040008476004006,1.6378082036972046,0.0050489204,-0.17320927858818322,-0.003918212846656388,0.04423828125,0.2
307,26.808000000000003,4745,244.88,1458176,178,0.00042000640000000003,0.42688119411468506,1770,2.4439632810652254,1.6673943996429443,0.008148251,-0.14643544188293162,-0.002124246883977321,0.03897705078125,0.2
308,35.275000000000006,4745,313.26,1466368,179,0.00041672960000000006,0.5460033714771271,1780,2.0283589750993998,0.6698264479637146,0.008341037,-0.14262945212540218,-0.0007118743274986628,0.03931884765625,0.2
310,42.06399999999999,4745,367.92,1474560,180,0.00041345279999999997,0.39074569940567017,1790,0.9893948929209728,0.16120868921279907,0.010938022,-0.1015113486442715,-0.0003113903457233391,0.04869384765625,0.2
312,45.613,4746,396.48,1482752,181,0.000410176,0.420554518699646,1800,1.4530691172578372,0.24369272589683533,0.006134591,-0.10845268613484223,0.0003949256179112126,0.0367919921875,0.2
314,50.896,4744,438.96,1490944,182,0.0004068992,0.6278406977653503,1810,0.5851764588616788,0.42080754041671753,0.0044554393,-0.09197754431370413,0.0012210571327159413,0.03133544921875,0.2
315,62.845,4744,535.41,1499136,183,0.00040362240000000005,0.6566935181617737,1820,0.7824820142704993,0.04337168484926224,0.0056111766,-0.0855385674352874,-0.000515735652334115,0.03070068359375,0.2
317,67.98599999999999,4744,576.56,1507328,184,0.00040034559999999996,0.4165193438529968,1830,0.7962639853038127,0.20664891600608826,0.0044903243,-0.08039727930736262,0.003843790804785385,0.0295166015625,0.2
319,75.729,4744,639.05,1515520,185,0.0003970688,0.3665652275085449,1840,1.562569762673229,0.3201568126678467,0.004513933,-0.10499329692102037,-0.0017986174148063583,0.03572998046875,0.2
321,82.836,4744,696.08,1523712,186,0.000393792,0.3944240212440491,1850,1.1232698969775812,0.23125219345092773,0.0076872073,-0.09127596076286863,0.0005558205451961839,0.03653564453125,0.2
322,85.09599999999999,4744,714.18,1531904,187,0.0003905152,0.43565380573272705,1860,1.3676870723487808,0.36100852489471436,0.0050770934,-0.10239865405601449,-0.0020755080263370473,0.03460693359375,0.2
324,84.20599999999999,4744,706.81,1540096,188,0.0003872384,0.26358622312545776,1870,1.191307768796105,0.3704676032066345,0.011292414,-0.10316452231199946,0.0007113248141649819,0.0439453125,0.2
326,87.22099999999999,4744,731.29,1548288,189,0.00038396160000000003,0.319396436214447,1880,1.2208991150255315,0.6646572351455688,0.00419356,-0.08764802417572355,0.0004389217403513612,0.02847900390625,0.2
328,88.904,4744,744.88,1556480,190,0.00038068480000000006,0.30446475744247437,1890,0.7868297307257308,0.23126102983951569,0.00749664,-0.08619101907825097,-0.0006338970059914572,0.0373046875,0.2
329,92.21199999999999,4743,771.57,1564672,191,0.000377408,0.26478463411331177,1900,0.18634054365829797,0.018885698169469833,0.006270413,-0.0664870345426607,0.00158837433118606,0.03214111328125,0.2
331,111.84599999999999,4743,929.93,1572864,192,0.0003741312,0.2088802456855774,1910,0.19823240730911493,0.00991093460470438,0.0037660538,-0.06842719545093132,9.482649766141548e-05,0.02962646484375,0.2
333,116.044,4743,963.81,1581056,193,0.0003708544,0.4116303324699402,1920,0.6991012227488682,0.8613031506538391,0.0038125464,-0.08190557377820369,-0.0005114416302603786,0.02515869140625,0.2
335,120.10599999999998,4743,996.6,1589248,194,0.00036757759999999994,0.6433922052383423,1930,0.2765820393789909,0.03324602171778679,0.0038008546,-0.07306636632783921,0.0008368932623852743,0.02896728515625,0.2
336,116.89200000000001,4743,970.49,1597440,195,0.00036430079999999997,0.495927631855011,1940,1.2025507313548587,1.1461619138717651,0.005254685,-0.0881205092111486,-0.0010637471603331505,0.036181640625,0.2
338,124.82099999999998,4743,1034.48,1605632,196,0.00036102400000000005,0.16144239902496338,1950,0.7785098218038911,0.3223838806152344,0.005713734,-0.0826012858102331,-0.00023769875151629093,0.0364501953125,0.2
340,128.322,4743,1062.74,1613824,197,0.00035774720000000007,0.34334564208984375,1960,0.7801325589418411,0.5563647747039795,0.00472938,-0.07781751584407175,0.00012019271198369098,0.02896728515625,0.2
342,132.137,4740,1093.51,1622016,198,0.0003544704,0.4142341613769531,1970,0.8801927093358245,0.30577942728996277,0.005749316,-0.08069577818823745,-0.00020611296422430315,0.0309814453125,0.2
343,131.606,4739,1089.19,1630208,199,0.0003511936,0.13222664594650269,1980,0.9760438213066663,0.8121869564056396,0.004850523,-0.08108582927961834,-0.0009666494058365061,0.02962646484375,0.2
345,138.77,4739,1147.15,1638400,200,0.00034791680000000004,0.19395118951797485,1990,0.7166425642324612,0.10022659599781036,0.0054282304,-0.08670132998813643,0.0007403331370369415,0.03509521484375,0.2
347,139.906,4739,1156.35,1646592,201,0.00034463999999999995,0.5220867097377777,2000,1.1184050525364,0.16917353868484497,0.0045787767,-0.09483091475267429,-0.0015634709381629364,0.0279052734375,0.2
349,139.725,4739,1155.08,1654784,202,0.0003413632,0.433208703994751,2010,1.497931365936529,0.5339542627334595,0.0058980733,-0.09706870613008504,-0.0009640128171668038,0.0311279296875,0.2
350,142.65900000000002,4739,1178.75,1662976,203,0.0003380864,0.4602552652359009,2020,1.0884810996882153,0.699536919593811,0.0058007096,-0.08210531278600683,-1.0629676944517997e-05,0.02833251953125,0.2
352,141.63,4739,1170.44,1671168,204,0.00033480960000000003,0.22136390209197998,2030,0.6854726678400767,0.08114404231309891,0.0042998726,-0.07701629324219539,0.0016096433721031645,0.0290283203125,0.2
354,122.38600000000001,4739,1015.17,1679360,205,0.00033153279999999994,0.3118664026260376,2040,0.8500655880110571,0.1554267257452011,0.0050758934,-0.07638046765932813,0.0002895785703913134,0.02740478515625,0.2
356,121.87199999999999,4730,1010.84,1687552,206,0.000328256,0.13319480419158936,2050,0.9772068154328736,0.09144755452871323,0.0050245114,-0.08504280216438928,-6.464182461058954e-05,0.03402099609375,0.2
358,107.49699999999999,4729,895.08,1695744,207,0.00032497920000000005,0.01632589101791382,2060,1.6802251866844018,1.0530153512954712,0.005627511,-0.09855721828353126,-0.0006220359102371731,0.03173828125,0.2
360,105.44900000000001,4728,878.65,1703936,208,0.00032170240000000007,0.07776188850402832,2070,2.4149334801360967,2.308199167251587,0.009836905,-0.10972134582116269,-0.0022255590349232078,0.027587890625,0.2
362,108.892,4728,906.42,1712128,209,0.0003184256,0.09246397018432617,2080,0.6815124689630465,0.14928370714187622,0.003960852,-0.07994045342638856,0.0021450287535571986,0.02843017578125,0.2
363,107.57800000000002,4729,895.8,1720320,210,0.0003151488,0.16903775930404663,2090,1.1102038608922158,0.8130907416343689,0.0048720753,-0.08909436430985807,-0.0004922229697513103,0.030126953125,0.2
365,108.46600000000001,4726,902.97,1728512,211,0.00031187200000000004,0.28346872329711914,2100,0.5881708536588122,0.20351561903953552,0.0040833876,-0.07574133245943812,0.001458026525688183,0.03282470703125,0.2
367,107.182,4725,892.65,1736704,212,0.00030859519999999996,0.34395092725753784,2110,1.944320013478864,2.8484013080596924,0.0039572143,-0.09997844080644427,-0.0015547575101663824,0.02142333984375,0.2
369,107.56400000000002,4724,895.57,1744896,213,0.0003053184,0.03489023447036743,2120,1.0034398279327434,0.9160727262496948,0.0028163935,-0.07843748440936907,0.0006891886979701667,0.02493896484375,0.2
371,113.62100000000001,4724,944.44,1753088,214,0.0003020416,0.30857694149017334,2130,0.6731729894963792,0.36602458357810974,0.0041169203,-0.08095119788777083,-0.0005174051354515541,0.03062744140625,0.2
372,110.773,4723,921.45,1761280,215,0.0002987648000000001,0.41991740465164185,2140,0.371052406130184,0.0993032455444336,0.0023634322,-0.0709906995514757,-0.0001520549573797325,0.026416015625,0.2
374,111.306,4723,925.7,1769472,216,0.000295488,0.5283227860927582,2150,0.6225012075039558,0.314919114112854,0.0030877986,-0.0735621290637937,-8.177589897968573e-05,0.02847900390625,0.2
376,128.582,4721,1065.07,1777664,217,0.0002922112,0.5600691735744476,2160,0.4176128903927747,0.01862337999045849,0.0044524805,-0.07171431914466667,-6.597302526643035e-05,0.028564453125,0.2
378,123.04900000000002,4720,1020.45,1785856,218,0.00028893440000000005,0.18445253372192383,2170,0.7602688935017795,0.1589001566171646,0.0026116525,-0.07404073837387841,-0.00011321496203891002,0.02154541015625,0.2
380,124.711,4719,1034.01,1794048,219,0.00028565759999999997,0.37083107233047485,2180,1.005254776851507,0.09265965223312378,0.0058473083,-0.08875230383418967,0.0010152091282179753,0.0265625,0.2
381,128.532,4718,1065.02,1802240,220,0.0002823808,0.3419782519340515,2190,0.8671906965930247,0.5114514827728271,0.003017111,-0.07618379708292196,-0.0008985934770862514,0.02642822265625,0.2
383,132.477,4717,1096.82,1810432,221,0.000279104,0.28110945224761963,2200,1.716673782444559,0.12315723299980164,0.0042416295,-0.0990652074891841,-0.0019002365965206992,0.02430419921875,0.2
385,129.003,4717,1068.74,1818624,222,0.00027582720000000004,0.5633717775344849,2210,0.7580566145887133,0.784275472164154,0.003176368,-0.0844377672940027,-0.00027674495377141286,0.02783203125,0.2
387,133.31,4717,1103.53,1826816,223,0.00027255039999999996,0.549598217010498,2220,0.5127876809856389,0.06140656769275665,0.003645519,-0.0769183705560863,0.00041175799706252294,0.0328369140625,0.2
389,135.394,4717,1120.14,1835008,224,0.0002692736,0.5290792286396027,2230,0.6133142159844283,0.3811476230621338,0.0025216925,-0.08047528176830383,0.0001303805533098057,0.028369140625,0.2
390,137.131,4717,1134.18,1843200,225,0.00026599680000000006,0.6183117032051086,2240,0.8775804813893047,1.0924938917160034,0.0043740124,-0.0908539269992616,0.00023996099598662114,0.0272216796875,0.2
392,144.545,4717,1194.01,1851392,226,0.00026272,0.5995109677314758,2250,0.7186564205476316,0.3148391842842102,0.0044409763,-0.08642201273323735,-0.0008002262249647174,0.0266845703125,0.2
394,146.938,4717,1213.26,1859584,227,0.0002594432,0.6649088561534882,2260,0.4223145870142616,0.2807774841785431,0.0033847657,-0.08264475440082605,0.0004677987253671745,0.0258056640625,0.2
395,154.493,4717,1274.32,1867776,228,0.00025616640000000003,0.5602458715438843,2270,0.6443135729496134,1.803488850593567,0.005887816,-0.08166522902029101,-0.0015213342776405625,0.02996826171875,0.2
397,151.51,4717,1250.25,1875968,229,0.00025288960000000005,0.4294220209121704,2280,0.7780474475090159,0.3444153368473053,0.0044895615,-0.08107259314856492,-0.0007329399055379327,0.02935791015625,0.2
399,128.303,4717,1062.82,1884160,230,0.00024961279999999997,0.3526400327682495,2290,0.956377329758834,0.09118051826953888,0.0038665028,-0.08672703885385999,-0.00050916751006298,0.024560546875,0.2
401,129.392,4716,1071.55,1892352,231,0.000246336,0.4439614415168762,2300,1.1974455495073926,0.3651750981807709,0.0031360057,-0.08937261401297292,-0.0009378826011925412,0.02508544921875,0.2
402,129.97,4716,1076.25,1900544,232,0.00024305920000000005,0.36684882640838623,2310,0.5334070839948254,0.6919627785682678,0.0031540233,-0.07951016457082005,-8.231518486354617e-05,0.02701416015625,0.2
404,138.335,4714,1143.97,1908736,233,0.00023978239999999996,0.631958395242691,2320,0.36884994919091696,0.1020851656794548,0.0028306576,-0.07217672398473951,0.0009683250941634469,0.0248046875,0.2
406,142.75400000000002,4713,1179.61,1916928,234,0.0002365056,0.5511479377746582,2330,0.9723756949126254,0.17577297985553741,0.0028609037,-0.08487065196532058,-0.00111579596714364,0.02220458984375,0.2
408,146.68300000000002,4712,1211.34,1925120,235,0.0002332288,0.4819009304046631,2340,0.9576845633098856,0.09894710034132004,0.0027662916,-0.08032500183471711,-0.0013061461728284484,0.0283203125,0.2
410,148.957,4711,1229.76,1933312,236,0.00022995200000000004,0.7405445873737335,2350,0.5370041805959772,0.08932358771562576,0.0030809017,-0.07120560826588189,-0.0007346782079366676,0.0233154296875,0.2
412,154.642,4711,1275.63,1941504,237,0.00022667519999999998,0.6977114081382751,2360,0.4354060783691239,0.6658202409744263,0.006134915,-0.0759372019485454,-0.0007324194622924552,0.02808837890625,0.2
413,148.954,4710,1229.73,1949696,238,0.0002233984,0.598939836025238,2370,0.6937921419274062,0.3944748342037201,0.0039006593,-0.08113600611250149,0.0004753010821332282,0.0268310546875,0.2
415,140.963,4710,1165.21,1957888,239,0.00022012160000000003,0.515456885099411,2380,0.5723675714223646,0.06994181871414185,0.002537832,-0.074309307000658,-0.000768263733243657,0.021240234375,0.2
417,158.785,4710,1309.14,1966080,240,0.00021684479999999995,0.5996255874633789,2390,0.5459154419077095,0.032024867832660675,0.0021521759,-0.07213212892384036,-0.0007179434313002275,0.02095947265625,0.2
419,159.80999999999997,4710,1317.41,1974272,241,0.00021356799999999997,0.47570955753326416,2400,0.6837445555924205,0.042772673070430756,0.008430994,-0.07830672626878368,-0.002342921752097027,0.0402099609375,0.2
420,161.836,4710,1333.71,1982464,242,0.00021029120000000002,0.5010144412517548,2410,0.25417326972237786,0.03745076805353165,0.0035259114,-0.06913603741340921,-0.0010342427045543444,0.02974853515625,0.2
422,173.555,4710,1428.22,1990656,243,0.00020701440000000005,0.6124377548694611,2420,0.35882683079398703,0.0704585611820221,0.0022621213,-0.0638889384106733,-0.0008340465757100901,0.0270263671875,0.2
424,172.673,4709,1421.02,1998848,244,0.00020373759999999997,0.6207000315189362,2430,0.28618641853026927,0.028951426967978477,0.002339371,-0.06811555724780191,-4.083037601958495e-05,0.01923828125,0.2
426,178.62,4709,1469.06,2007040,245,0.0002004608,0.39434850215911865,2440,0.30908792483096476,0.020121462643146515,0.0025636829,-0.06740028245039867,-7.751807152089895e-06,0.02110595703125,0.2
427,186.89100000000002,4709,1535.75,2015232,246,0.00019718400000000004,0.23205822706222534,2450,0.4857257254232536,0.004863571375608444,0.0024686577,-0.07027719886245905,0.00020522288950814983,0.01805419921875,0.2
429,188.334,4708,1547.39,2023424,247,0.00019390719999999996,0.26367658376693726,2460,0.8067809226980899,0.43944838643074036,0.001673655,-0.07444538281997666,-0.0008501271693603484,0.0165771484375,0.2
431,187.079,4707,1537.27,2031616,248,0.00019063039999999998,0.44480645656585693,2470,0.37963949636468897,0.014323955401778221,0.0017401595,-0.0667968968191417,-0.00038947930370341054,0.0223388671875,0.2
433,199.74700000000004,4706,1639.56,2039808,249,0.0001873536,0.23070383071899414,2480,0.3590000196694746,0.05065994709730148,0.0021063033,-0.06439525822170253,0.00015589460836054058,0.0187744140625,0.2
435,199.94100000000003,4706,1641.14,2048000,250,0.00018407680000000003,0.44199496507644653,2490,0.5472781324977405,0.23477831482887268,0.0020034264,-0.07067233748020954,6.119529734860407e-06,0.02030029296875,0.2
436,202.771,4706,1663.95,2056192,251,0.00018079999999999998,0.46501487493515015,2500,0.6401742468558951,0.0748496875166893,0.0028783365,-0.07740363749617245,-0.0005871452959581802,0.01551513671875,0.2
438,220.053,4706,1803.47,2064384,252,0.0001775232,0.49616873264312744,2510,0.4848494012636365,1.0425292253494263,0.0009797923,-0.06979601081693546,-0.0003397409323042666,0.01602783203125,0.2
440,218.232,4707,1788.68,2072576,253,0.00017424640000000003,0.27987605333328247,2520,0.7425327455552179,1.5619438886642456,0.0017852061,-0.06731075530624367,-0.0006570064437255496,0.01768798828125,0.2
442,209.495,4706,1717.96,2080768,254,0.00017096960000000005,0.39085978269577026,2530,0.693530939417542,1.2336242198944092,0.0019825445,-0.07560910718311789,-0.0006991453187765728,0.02125244140625,0.2
443,215.05400000000006,4706,1762.75,2088960,255,0.00016769279999999997,0.16323322057724,2540,1.1991951816919026,0.8448938727378845,0.0016019854,-0.07685206574969924,-0.0008273294261016417,0.01865234375,0.2
445,216.88200000000003,4706,1777.43,2097152,256,0.00016441600000000002,0.4600335955619812,2550,0.8264172782670357,0.052658502012491226,0.002548499,-0.070870212650334,-0.00019011264253094852,0.01826171875,0.2
447,222.086,4707,1819.39,2105344,257,0.00016113920000000004,0.24090760946273804,2560,0.5647858701791847,0.04129905253648758,0.0030247169,-0.06923148753121496,0.0002003214722208213,0.01854248046875,0.2
449,224.30400000000006,4706,1837.25,2113536,258,0.00015786239999999996,0.1830955147743225,2570,0.6426763318493613,0.06206188350915909,0.0024162,-0.06687618181895232,-0.0003567310741345864,0.01773681640625,0.2
450,220.329,4706,1805.15,2121728,259,0.00015458559999999999,0.22331303358078003,2580,0.9712634105133475,0.060471270233392715,0.0016257764,-0.07682067979767453,-0.0007592403382659541,0.01666259765625,0.2
452,221.86699999999996,4706,1817.56,2129920,260,0.00015130880000000004,0.4693140983581543,2590,0.7075937731933664,0.08016727864742279,0.004125679,-0.07619875910604605,-0.0009406288570517063,0.0208740234375,0.2
454,227.142,4706,1860.14,2138112,261,0.00014803200000000006,0.42124950885772705,2600,0.41696896934590766,0.0699896290898323,0.0023917882,-0.0625802023576398,-0.000842556273619266,0.0181396484375,0.2
456,230.082,4706,1883.87,2146304,262,0.00014475519999999998,0.5250847041606903,2610,0.39853514737624207,0.08098933100700378,0.0030581644,-0.06385575724270894,-0.0009986436390136077,0.0175537109375,0.2
457,229.64100000000005,4706,1880.36,2154496,263,0.0001414784,0.17292791604995728,2620,0.17169902765235748,0.8114975690841675,0.0034504938,-0.06712066230320488,8.279513785964809e-05,0.02034912109375,0.2
459,234.856,4706,1922.43,2162688,264,0.00013820160000000003,0.1370806097984314,2630,0.681432825657248,0.11160951852798462,0.0017227575,-0.07022376299864845,-0.000611758420473052,0.014111328125,0.2
461,235.12600000000003,4706,1924.68,2170880,265,0.00013492479999999995,0.20334208011627197,2640,0.823951254185522,0.03597859665751457,0.002304905,-0.07498898097255732,-9.032888274305151e-05,0.01695556640625,0.2
462,227.27800000000002,4706,1861.41,2179072,266,0.000131648,0.2663823962211609,2650,0.7092416336468886,0.062388405203819275,0.0018513995,-0.0703988049965119,-0.0007849836316381698,0.01602783203125,0.2
464,220.951,4707,1810.47,2187264,267,0.00012837120000000002,0.23705989122390747,2660,0.126144871476572,0.01607757806777954,0.0016516556,-0.06147990623721853,0.0001076801977433206,0.01607666015625,0.2
466,218.48200000000006,4707,1790.55,2195456,268,0.00012509440000000005,0.38230186700820923,2670,0.5633416607190156,0.060544174164533615,0.0015221409,-0.06710834610130405,-0.00014801985016674735,0.01302490234375,0.2
468,209.21900000000005,4707,1715.74,2203648,269,0.00012181759999999998,0.20545971393585205,2680,1.1642488362034782,0.342546671628952,0.0014521722,-0.07572224931864184,-0.0010286043065207196,0.0120849609375,0.2
469,205.265,4706,1683.67,2211840,270,0.0001185408,0.36678534746170044,2690,0.4004152065506787,0.03378323093056679,0.0013992104,-0.06274879932461772,-0.00028393298480295926,0.01517333984375,0.2
471,207.64500000000004,4706,1702.88,2220032,271,0.00011526400000000004,0.23182862997055054,2700,0.7739145133789862,0.4221199154853821,0.0014118617,-0.06125387258653063,-0.0005902098549086076,0.01456298828125,0.2
473,199.3,4705,1635.45,2228224,272,0.00011198719999999996,0.6952166259288788,2710,0.059839693657704626,0.02899402193725109,0.0018830035,-0.05332078713545343,-0.00028328887028692404,0.015478515625,0.2
475,200.94300000000004,4703,1648.73,2236416,273,0.00010871039999999998,0.29107362031936646,2720,1.7212629705027211,0.83600252866745,0.0008087272,-0.08248831274249824,-0.0015176762289229374,0.01180419921875,0.2
477,203.83700000000005,4702,1672.18,2244608,274,0.00010543360000000002,0.12962812185287476,2730,0.7035474799937219,0.035499460995197296,0.0032959282,-0.059430572617566214,-0.0013982213356484863,0.02247314453125,0.2
479,206.89000000000004,4702,1696.86,2252800,275,0.00010215680000000004,0.5445242822170258,2740,0.344215852303023,0.08003173768520355,0.0009957547,-0.0605980491709488,-0.0005813753635266039,0.0129638671875,0.2
