time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/loss,train/value_loss,train/entropy_loss,train/clip_range,train/explained_variance,train/learning_rate
9,210944,103,23387,101.0,9.0,1020,-0.02850271974457428,0.315966796875,0.070094064,0.00011960882693529129,0.01343291704688454,-0.47896855380386116,0.2,0.9960378068499267,0.0003
9,212992,104,23488,101.0,9.0,1030,-0.0274331376873306,0.28583984375,0.06731333,-0.059500452131032944,0.01326323311732267,-0.47326024519279597,0.2,0.9964268659241498,0.0003
9,215040,105,23613,101.0,9.0,1040,-0.029131925079855136,0.33798828125,0.073834,-0.035766035318374634,0.01114475183057948,-0.4532292111776769,0.2,0.9965237027499825,0.0003
9,217088,106,23723,101.0,9.0,1050,-0.04178264095535269,0.3537109375,0.08985941,-0.02146424725651741,0.015576895103731659,-0.4317897382192314,0.2,0.9930463549681008,0.0003
8,219136,107,24748,101.0,9.0,1060,-0.0500690218876116,0.322216796875,0.09425947,-0.03639312833547592,0.02243230832682457,-0.372044719196856,0.2,0.9892070814967155,0.0003
8,221184,108,25828,101.0,9.0,1070,-0.05836308436410036,0.342626953125,0.101223886,-0.07624929398298264,0.023854523345653432,-0.3233220918104053,0.2,0.9821063354611397,0.0003
8,223232,109,25928,101.0,9.0,1080,-0.05240454931918066,0.309033203125,0.122672945,-0.0432438924908638,0.06952625561680179,-0.2906141962856054,0.2,0.9732235390692949,0.0003
8,225280,110,26029,101.0,9.0,1090,-0.059777464559010694,0.30400390625,0.11254999,-0.08580601215362549,0.023910541615623514,-0.28391644889488815,0.2,0.9837524760514498,0.0003
8,227328,111,26130,101.0,9.0,1100,-0.05020491362956818,0.319140625,0.11704147,-0.06126130744814873,0.03378649770456832,-0.3370725706219673,0.2,0.9783318415284157,0.0003
8,229376,112,26230,101.0,9.0,1110,-0.05618814598565223,0.41650390625,0.101690486,-0.062122050672769547,0.0200358806992881,-0.4398605664260685,0.2,0.981248477473855,0.0003
8,231424,113,26330,101.0,9.0,1120,-0.056495199492201206,0.42666015625,0.087757766,-0.08305936306715012,0.015506634458142798,-0.48745892476290464,0.2,0.9909791955724359,0.0003
8,233472,114,26431,101.0,9.0,1130,-0.035112478466908216,0.360498046875,0.067787215,-0.03090273216366768,0.01473183200287167,-0.45363247133791446,0.2,0.9949341444298625,0.0003
8,235520,115,26539,101.0,9.0,1140,-0.02823605439334642,0.318017578125,0.07518342,-0.030054643750190735,0.014254708416410721,-0.4609874590300024,0.2,0.9960830248892307,0.0003
8,237568,116,26650,101.0,9.0,1150,-0.029152041456836742,0.33466796875,0.077869475,-0.06225888431072235,0.011843803266674512,-0.4523741202428937,0.2,0.9968635644763708,0.0003
8,239616,117,26758,101.0,9.0,1160,-0.027293160238332347,0.324169921875,0.06602371,-0.031692251563072205,0.012212713724147761,-0.44434573855251075,0.2,0.9968582885339856,0.0003
8,241664,118,26867,101.0,9.0,1170,-0.029237597600877054,0.327978515625,0.0639254,-0.031075406819581985,0.013076803625881438,-0.4590480231679976,0.2,0.9969217230100185,0.0003
9,243712,119,26979,101.0,9.0,1180,-0.035700677764543796,0.346728515625,0.09325112,-0.039726316928863525,0.01258034527199925,-0.4556176264770329,0.2,0.9965561029966921,0.0003
9,245760,120,27091,101.0,9.0,1190,-0.029578077563201077,0.331689453125,0.07805748,-0.025464780628681183,0.011494560295250266,-0.43340975511819124,0.2,0.99689213745296,0.0003
9,247808,121,27203,101.0,9.0,1200,-0.04240154888248071,0.366796875,0.08471747,-0.07227075845003128,0.00776395600187243,-0.44426469234749677,0.2,0.9977393504232168,0.0003
9,249856,122,27315,101.0,9.0,1210,-0.0405790309101576,0.372021484375,0.09599276,-0.03996792435646057,0.010321379060042091,-0.4330459629185498,0.2,0.9964781028684229,0.0003
9,251904,123,27431,101.0,9.0,1220,-0.047446660141577016,0.353955078125,0.09192267,-0.03773682191967964,0.011348796785023296,-0.42408304642885924,0.2,0.995240346994251,0.0003
